,CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore
131,14723,7,3,278,1,$20 K,0,4
132,16348,29,3,235,1,$24 K,0,4
133,16016,12,3,204,1,$16 K,0,4
134,18022,32,3,191,1,$16 K,0,4
135,15351,9,3,233,1,$22 K,0,4
136,15493,29,3,299,1,$15 K,0,4
137,15531,5,3,228,1,$29 K,0,4
138,16712,6,3,447,1,$46 K,0,4
139,14591,12,3,197,1,$33 K,0,4
140,14277,12,3,228,1,$48 K,0,4
141,14701,7,3,350,1,$25 K,0,4
142,13521,2,3,253,1,$12 K,0,4
143,15444,6,3,219,1,$22 K,0,4
144,17858,2,3,199,1,$24 K,0,4
145,16905,2,3,209,1,$45 K,0,4
146,13736,2,3,194,1,$14 K,0,4
147,14649,1,3,199,1,$19 K,0,4
148,17348,11,3,215,1,$38 K,0,4
149,16409,33,3,232,1,$37 K,0,4
150,14099,13,3,252,1,$49 K,0,4
151,16426,4,3,330,1,$30 K,0,4
152,17790,23,3,190,1,$22 K,0,4
153,17419,8,3,208,1,$50 K,0,4
154,17961,18,3,249,1,$15 K,0,4
155,15514,9,3,218,1,$36 K,0,4
156,14499,23,3,194,1,$15 K,0,4
157,17827,2,3,220,1,$35 K,0,4
158,14963,6,3,198,1,$24 K,0,4
159,18125,26,3,197,1,$21 K,0,4
160,16782,7,3,197,1,$21 K,0,4
161,17530,13,3,355,1,$36 K,0,4
162,16011,5,3,212,1,$49 K,0,4
163,15858,12,3,191,1,$33 K,0,4
164,15787,23,3,206,1,$17 K,0,4
165,14653,6,3,201,1,$22 K,0,4
166,16550,105,2,261,1,$35 K,0,3
167,17894,68,2,193,1,$11 K,0,3
168,14472,100,2,281,1,$34 K,0,3
169,17085,120,2,189,1,$21 K,0,3
170,18116,64,2,378,1,$20 K,0,3
171,13764,67,2,208,1,$25 K,0,3
172,17284,57,2,294,1,$37 K,0,3
173,14978,69,2,216,1,$16 K,0,3
174,14462,60,2,246,1,$26 K,0,3
175,13334,79,2,268,1,$48 K,0,3
176,17050,93,2,316,1,$46 K,0,3
177,15834,67,2,276,1,$23 K,0,3
178,17585,106,2,214,1,$37 K,0,3
179,13869,120,2,307,1,$49 K,0,3
180,14730,62,2,430,1,$26 K,0,3
181,17400,123,2,213,1,$28 K,0,3
182,16121,54,2,212,1,$17 K,0,3
183,18204,68,2,202,1,$37 K,0,3
184,17589,57,2,253,1,$41 K,0,3
185,16370,79,2,228,1,$19 K,0,3
186,15518,61,2,220,1,$35 K,0,3
187,15701,65,2,208,1,$18 K,0,3
188,14529,57,2,229,1,$9 K,0,3
189,16081,53,2,227,1,$42 K,0,3
190,15756,58,2,192,1,$7 K,0,3
191,12607,55,2,202,1,$40 K,0,3
192,13842,55,2,206,1,$46 K,0,3
193,17673,63,2,204,1,$29 K,0,3
194,16395,57,2,210,1,$39 K,0,3
195,17337,148,1,548,1,$36 K,0,2
196,15644,163,1,238,1,$17 K,0,2
197,16919,153,1,327,1,$43 K,0,2
198,14573,176,1,241,1,$14 K,0,2
199,17126,149,1,262,1,$18 K,0,2
200,18074,370,0,13,0,$5 K,0,0
201,15165,370,0,27,0,$5 K,0,0
202,16274,370,0,67,0,$5 K,0,0
203,13715,278,0,108,0,$16 K,0,0
204,16752,369,0,9,0,$2 K,0,0
205,17976,369,0,65,0,$3 K,0,0
206,14213,368,0,5,0,$160,0,0
207,17967,368,0,48,0,$3 K,0,0
208,12725,368,0,24,0,$4 K,0,0
209,14813,366,0,30,0,$2 K,0,0
210,16718,366,0,45,0,$10 K,0,0
211,16402,261,0,60,0,$4 K,0,0
212,17223,307,0,49,0,$3 K,0,0
213,18269,355,0,8,0,$3 K,0,0
214,18071,254,0,25,0,$9 K,0,0
215,16065,362,0,74,0,$5 K,0,0
216,16795,362,0,66,0,$6 K,0,0
217,15723,361,0,41,0,$2 K,0,0
218,16727,361,0,46,0,$5 K,0,0
219,17251,359,0,39,0,$3 K,0,0
220,18004,359,0,40,0,$2 K,0,0
221,18141,357,0,1,0,$22,0,0
222,16812,357,0,15,0,$2 K,0,0
223,16037,266,0,39,0,$13 K,0,0
224,17392,303,0,62,0,$8 K,0,0
225,17230,261,0,73,0,$27 K,0,0
226,15460,351,0,58,0,$3 K,0,0
227,13922,348,0,7,0,$2 K,0,0
228,16725,299,0,152,0,$8 K,0,0
229,15464,335,0,157,0,$9 K,0,0
230,12386,334,0,10,0,$5 K,0,0
231,12501,312,0,160,0,$47 K,0,0
232,16833,256,0,32,0,$9 K,0,0
233,17406,327,0,116,0,$21 K,0,0
234,15346,329,0,17,0,$5 K,0,0
235,17569,329,0,29,0,$4 K,0,0
236,16315,327,0,14,0,$2 K,0,0
237,18212,323,0,43,0,$3 K,0,0
238,17890,319,0,94,0,$11 K,0,0
239,14439,316,0,32,0,$12 K,0,0
240,14130,316,0,67,0,$6 K,0,0
241,15213,315,0,25,0,$6 K,0,0
242,16222,315,0,137,0,$11 K,0,0
243,12764,313,0,45,0,$11 K,0,0
244,12377,312,0,77,0,$28 K,0,0
245,15415,310,0,48,0,$14 K,0,0
246,14496,308,0,19,0,$5 K,0,0
247,14411,307,0,14,0,$6 K,0,0
248,14497,298,0,31,0,$8 K,0,0
249,14438,303,0,9,0,$3 K,0,0
250,14048,274,0,88,0,$9 K,0,0
251,14081,264,0,156,0,$18 K,0,0
252,14935,294,0,10,0,$9 K,0,0
253,16980,252,0,87,0,$16 K,0,0
254,16546,287,0,31,0,$18 K,0,0
255,16349,287,0,9,0,$240,0,0
256,12845,264,0,27,0,$2 K,0,0
257,13261,265,0,9,0,$6 K,0,0
258,15456,280,0,60,0,$12 K,0,0
259,13166,279,0,42,0,$7 K,0,0
260,14570,277,0,29,0,$2 K,0,0
261,14779,277,0,41,0,$2 K,0,0
262,14670,277,0,132,0,$9 K,0,0
263,12614,274,0,20,0,$2 K,0,0
264,14012,274,0,11,0,$4 K,0,0
265,15234,273,0,14,0,$6 K,0,0
266,16495,273,0,33,0,$4 K,0,0
267,14165,272,0,25,0,$2 K,0,0
268,15308,267,0,21,0,$5 K,0,0
269,13708,268,0,51,0,$7 K,0,0
270,12514,264,0,51,0,$13 K,0,0
271,15019,263,0,70,0,$5 K,0,0
272,15408,261,0,34,0,$3 K,0,0
273,16619,250,0,16,0,$4 K,0,0
274,16135,259,0,21,0,$7 K,0,0
275,15457,259,0,58,0,$4 K,0,0
276,16721,259,0,37,0,$5 K,0,0
277,16250,258,0,24,0,$6 K,0,0
278,13341,257,0,42,0,$7 K,0,0
279,12792,253,0,25,0,$7 K,0,0
280,14957,250,0,12,0,$1 K,0,0
281,16897,296,0,44,0,$2 K,0,0
282,13077,287,0,63,0,$17 K,0,0
283,12834,279,0,18,0,$4 K,0,0
284,12967,299,0,20,0,$10 K,0,0
285,15332,363,0,35,0,$16 K,0,0
286,15607,333,0,13,0,$7 K,0,0
287,17542,266,0,25,0,$5 K,0,0
288,14155,263,0,6,0,$814,0,0
289,13800,306,0,33,0,$9 K,0,0
290,15178,257,0,3,0,$998,0,0
291,16781,362,0,19,0,$5 K,0,0
292,12509,281,0,7,0,$2 K,0,0
293,14633,263,0,20,0,$3 K,0,0
294,14536,256,0,19,0,$1 K,0,0
295,16256,254,0,14,0,$6 K,0,0
296,17968,370,0,85,0,$4 K,0,0
297,13065,370,0,14,0,$3 K,0,0
298,14185,328,0,3,0,$218,0,0
299,12559,307,0,22,0,$9 K,0,0
300,18095,309,0,21,0,$12 K,0,0
301,13584,303,0,24,0,$1 K,0,0
302,15843,300,0,8,0,$1 K,0,0
303,13672,298,0,16,0,$3 K,0,0
304,17499,286,0,40,0,$18 K,0,0
305,13370,363,0,44,0,$7 K,0,0
306,12515,350,0,16,0,$4 K,0,0
307,13898,322,0,12,0,$5 K,0,0
308,15970,300,0,11,0,$4 K,0,0
309,13506,309,0,29,0,$9 K,0,0
310,15822,356,0,16,0,$6 K,0,0
311,17580,249,0,45,0,$2 K,0,0
312,17334,298,0,12,0,$8 K,0,0
313,12565,278,0,10,0,$2 K,0,0
314,13239,258,0,22,0,$9 K,0,0
315,16022,257,0,76,0,$7 K,0,0
316,13011,369,0,3,0,$433,0,0
317,13284,319,0,14,0,$3 K,0,0
318,16030,306,0,29,0,$6 K,0,0
319,15543,285,0,28,0,$2 K,0,0
320,12605,362,0,3,0,$79,0,0
321,13493,272,0,8,0,$2 K,0,0
322,17194,270,0,29,0,$2 K,0,0
323,13295,356,0,11,0,$2 K,0,0
324,14457,307,0,4,0,$3 K,0,0
325,16084,296,0,38,0,$5 K,0,0
326,14046,281,0,14,0,$9 K,0,0
327,17138,272,0,24,0,$3 K,0,0
328,14762,260,0,21,0,$9 K,0,0
329,15083,253,0,5,0,$1 K,0,0
330,13693,322,0,4,0,$144,0,0
331,17325,277,0,6,0,$2 K,0,0
332,15944,273,0,6,0,$2 K,0,0
333,16858,363,0,13,0,$4 K,0,0
334,12666,356,0,2,0,$68,0,0
335,14270,328,0,29,0,$6 K,0,0
336,15422,320,0,6,0,$999,0,0
337,12591,314,0,26,0,$6 K,0,0
338,18191,258,0,7,0,$4 K,0,0
339,14729,370,0,71,0,$5 K,0,0
340,17303,358,0,53,0,$3 K,0,0
341,17358,300,0,59,0,$5 K,0,0
342,17117,285,0,9,0,$2 K,0,0
343,13626,249,0,19,0,$5 K,0,0
344,13819,298,0,36,0,$15 K,0,0
345,13753,284,0,35,0,$12 K,0,0
346,13226,270,0,16,0,$2 K,0,0
347,17732,369,0,18,0,$2 K,0,0
348,18250,298,0,22,0,$6 K,0,0
349,16766,270,0,34,0,$14 K,0,0
350,15047,266,0,22,0,$4 K,0,0
351,16216,264,0,37,0,$6 K,0,0
352,14348,257,0,18,0,$4 K,0,0
353,12686,368,0,7,0,$3 K,0,0
354,14932,362,0,17,0,$2 K,0,0
355,17496,355,0,10,0,$2 K,0,0
356,17908,370,0,58,0,$4 K,0,0
357,13108,369,0,10,0,$4 K,0,0
358,13703,315,0,1,0,$462,0,0
359,18159,298,0,23,0,$4 K,0,0
360,16765,291,0,1,0,$185,0,0
361,14119,351,0,1,0,$13,0,0
362,12672,326,0,10,0,$2 K,0,0
363,15167,317,0,41,0,$2 K,0,0
364,13551,316,0,4,0,$203,0,0
365,16754,369,0,2,0,$882,0,0
366,13807,364,0,7,0,$637,0,0
367,13369,351,0,19,0,$4 K,0,0
368,15661,314,0,5,0,$4 K,0,0
369,16124,313,0,16,0,$2 K,0,0
370,16061,266,0,1,0,$16,0,0
371,17775,251,0,3,0,$1 K,0,0
372,17547,369,0,2,0,$38,0,0
373,18085,327,0,29,0,$6 K,0,0
374,15448,309,0,28,0,$6 K,0,0
375,16073,288,0,2,0,$487,0,0
376,13133,270,0,7,0,$1 K,0,0
377,17862,320,0,11,0,$2 K,0,0
378,16425,299,0,21,0,$5 K,0,0
379,12866,280,0,26,0,$4 K,0,0
380,18010,253,0,14,0,$1 K,0,0
381,17507,258,0,88,0,$9 K,0,0
382,15589,249,0,30,0,$10 K,0,0
383,14679,368,0,1,0,$46,0,0
384,15221,363,0,11,0,$2 K,0,0
385,12734,349,0,4,0,$2 K,0,0
386,16692,253,0,3,0,$756,0,0
387,13357,254,0,90,0,$9 K,0,0
388,16162,249,0,2,0,$119,0,0
389,15107,308,0,20,0,$3 K,0,0
390,15171,321,0,7,0,$2 K,0,0
391,16152,265,0,29,0,$10 K,0,0
392,15691,249,0,2,0,$701,0,0
393,16125,364,0,13,0,$3 K,0,0
394,16387,319,0,4,0,$952,0,0
395,16509,293,0,13,0,$2 K,0,0
396,12829,319,0,12,0,$3 K,0,0
397,16405,299,0,5,0,$1 K,0,0
398,15445,261,0,5,0,$1 K,0,0
399,13304,348,0,21,0,$4 K,0,0
400,15222,315,0,5,0,$3 K,0,0
401,12988,289,0,92,0,$4 K,0,0
402,16926,368,0,14,0,$853,0,0
403,15347,363,0,5,0,$1 K,0,0
404,16202,357,0,18,0,$4 K,0,0
405,14373,355,0,4,0,$346,0,0
406,17859,301,0,25,0,$3 K,0,0
407,17789,278,0,14,0,$2 K,0,0
408,15049,270,0,3,0,$965,0,0
409,13452,256,0,2,0,$32,0,0
410,15032,253,0,55,0,$19 K,0,0
411,13043,250,0,14,0,$3 K,0,0
412,16913,287,0,8,0,$893,0,0
413,15319,280,0,16,0,$4 K,0,0
414,14727,271,0,10,0,$1 K,0,0
415,15266,335,0,6,0,$403,0,0
416,13008,320,0,15,0,$4 K,0,0
417,13494,308,0,18,0,$3 K,0,0
418,13934,260,0,31,0,$9 K,0,0
419,12365,288,0,23,0,$4 K,0,0
420,16716,263,0,3,0,$1 K,0,0
421,13649,253,0,23,0,$3 K,0,0
422,12855,369,0,3,0,$554,0,0
423,15279,351,0,21,0,$5 K,0,0
424,15881,309,0,32,0,$5 K,0,0
425,14238,323,0,8,0,$3 K,0,0
426,13615,309,0,24,0,$4 K,0,0
427,14059,263,0,8,0,$2 K,0,0
428,17062,310,0,71,0,$12 K,0,0
429,15880,366,0,106,0,$5 K,0,0
430,17860,365,0,58,0,$3 K,0,0
431,16893,363,0,45,0,$2 K,0,0
432,14082,361,0,29,0,$4 K,0,0
433,14256,251,0,54,0,$9 K,0,0
434,15503,359,0,70,0,$2 K,0,0
435,14413,359,0,23,0,$2 K,0,0
436,18176,350,0,33,0,$7 K,0,0
437,12735,312,0,43,0,$9 K,0,0
438,13187,334,0,37,0,$2 K,0,0
439,17128,331,0,14,0,$3 K,0,0
440,16850,330,0,19,0,$6 K,0,0
441,15326,330,0,29,0,$9 K,0,0
442,12652,319,0,51,0,$17 K,0,0
443,18106,326,0,39,0,$3 K,0,0
444,13859,323,0,28,0,$3 K,0,0
445,15057,272,0,25,0,$15 K,0,0
446,13707,264,0,48,0,$9 K,0,0
447,17619,309,0,77,0,$4 K,0,0
448,17356,308,0,19,0,$6 K,0,0
449,14549,308,0,56,0,$3 K,0,0
450,17912,307,0,40,0,$4 K,0,0
451,17291,305,0,1,0,$315,0,0
452,13963,305,0,35,0,$14 K,0,0
453,12956,303,0,19,0,$666,0,0
454,13706,299,0,20,0,$5 K,0,0
455,12561,299,0,16,0,$4 K,0,0
456,17829,295,0,30,0,$12 K,0,0
457,16494,293,0,50,0,$19 K,0,0
458,15303,287,0,31,0,$6 K,0,0
459,13973,284,0,11,0,$2 K,0,0
460,16598,274,0,11,0,$2 K,0,0
461,14036,281,0,38,0,$7 K,0,0
462,12811,257,0,31,0,$5 K,0,0
463,15733,279,0,10,0,$1 K,0,0
464,15869,274,0,15,0,$3 K,0,0
465,16917,273,0,9,0,$4 K,0,0
466,16471,271,0,13,0,$3 K,0,0
467,13121,266,0,53,0,$9 K,0,0
468,13216,264,0,5,0,$3 K,0,0
469,15437,259,0,45,0,$2 K,0,0
470,16769,257,0,40,0,$2 K,0,0
471,13439,252,0,54,0,$7 K,0,0
472,15353,251,0,63,0,$9 K,0,0
473,15832,251,0,54,0,$14 K,0,0
474,16579,362,0,1,0,$19,0,0
475,16997,285,0,12,0,$7 K,0,0
476,17239,309,0,16,0,$4 K,0,0
477,14850,308,0,22,0,$8 K,0,0
478,14041,263,0,21,0,$2 K,0,0
479,15528,251,0,26,0,$3 K,0,0
480,13841,249,0,1,0,$505,0,0
481,16665,359,0,9,0,$850,0,0
482,15820,316,0,17,0,$2 K,0,0
483,17094,315,0,15,0,$4 K,0,0
484,13044,288,0,33,0,$9 K,0,0
485,12945,285,0,23,0,$4 K,0,0
486,15100,327,0,6,0,$3 K,0,0
487,12489,333,0,15,0,$2 K,0,0
488,17508,277,0,22,0,$6 K,0,0
489,12881,272,0,7,0,$473,0,0
490,15090,305,0,23,0,$4 K,0,0
491,14386,293,0,7,0,$1 K,0,0
492,18086,271,0,7,0,$2 K,0,0
493,15894,250,0,41,0,$4 K,0,0
494,16270,350,0,54,0,$16 K,0,0
495,14090,321,0,1,0,$532,0,0
496,17525,356,0,9,0,$2 K,0,0
497,12665,321,0,4,0,$724,0,0
498,13382,277,0,15,0,$3 K,0,0
499,17431,310,0,43,0,$8 K,0,0
500,15226,307,0,8,0,$1 K,0,0
501,12623,273,0,18,0,$4 K,0,0
502,14479,250,0,18,0,$2 K,0,0
503,13497,279,0,20,0,$4 K,0,0
504,12872,323,0,66,0,$9 K,0,0
505,14603,271,0,2,0,$1 K,0,0
506,16392,266,0,45,0,$5 K,0,0
507,14176,294,0,32,0,$7 K,0,0
508,15397,286,0,6,0,$335,0,0
509,12651,331,0,9,0,$2 K,0,0
510,18114,287,0,28,0,$1 K,0,0
511,14247,275,0,20,0,$903,0,0
512,17763,260,0,1,0,$144,0,0
513,15454,359,0,25,0,$2 K,0,0
514,12373,308,0,14,0,$5 K,0,0
515,14760,291,0,7,0,$770,0,0
516,13385,326,0,35,0,$9 K,0,0
517,17843,300,0,37,0,$3 K,0,0
518,17830,258,0,16,0,$1 K,0,0
519,14114,270,0,15,0,$2 K,0,0
520,12852,287,0,20,0,$3 K,0,0
521,12873,279,0,4,0,$2 K,0,0
522,14693,261,0,8,0,$696,0,0
523,17880,361,0,26,0,$9 K,0,0
524,17698,257,0,8,0,$2 K,0,0
525,16377,264,0,5,0,$3 K,0,0
526,12736,329,0,4,0,$1 K,0,0
527,14520,287,0,1,0,$902,0,0
528,17923,279,0,1,0,$902,0,0
529,17551,356,0,43,0,$5 K,0,0
530,12350,307,0,17,0,$4 K,0,0
531,15424,251,0,17,0,$10 K,0,0
532,13072,263,0,7,0,$2 K,0,0
533,17343,352,0,17,0,$1 K,0,0
534,18138,292,0,8,0,$505,0,0
535,17060,263,0,5,0,$2 K,0,0
536,13512,257,0,15,0,$4 K,0,0
537,14355,362,0,11,0,$2 K,0,0
538,17691,355,0,19,0,$3 K,0,0
539,15447,327,0,9,0,$2 K,0,0
540,18056,285,0,19,0,$7 K,0,0
541,17701,249,0,24,0,$4 K,0,0
542,14782,316,0,6,0,$1 K,0,0
543,13345,273,0,22,0,$4 K,0,0
544,13132,258,0,3,0,$228,0,0
545,17486,258,0,24,0,$6 K,0,0
546,13060,250,0,15,0,$4 K,0,0
547,14576,369,0,1,0,$140,0,0
548,16499,357,0,22,0,$3 K,0,0
549,15709,280,0,6,0,$2 K,0,0
550,15695,263,0,22,0,$6 K,0,0
551,17212,250,0,4,0,$2 K,0,0
552,13358,265,0,29,0,$9 K,0,0
553,16427,260,0,9,0,$4 K,0,0
554,15204,354,0,9,0,$5 K,0,0
555,16583,370,0,14,0,$4 K,0,0
556,15052,316,0,30,0,$4 K,0,0
557,14600,302,0,25,0,$4 K,0,0
558,15638,298,0,2,0,$48,0,0
559,17678,260,0,16,0,$8 K,0,0
560,15070,369,0,1,0,$670,0,0
561,18119,364,0,30,0,$3 K,0,0
562,17524,358,0,6,0,$5 K,0,0
563,14632,259,0,8,0,$3 K,0,0
564,12943,298,0,1,0,$32,0,0
565,13932,291,0,16,0,$2 K,0,0
566,15590,286,0,1,0,$32,0,0
567,17171,286,0,16,0,$6 K,0,0
568,16757,315,0,7,0,$4 K,0,0
569,15554,274,0,14,0,$3 K,0,0
570,12797,357,0,17,0,$4 K,0,0
571,13874,355,0,18,0,$5 K,0,0
572,15395,322,0,7,0,$713,0,0
573,14431,295,0,22,0,$4 K,0,0
574,15350,370,0,5,0,$2 K,0,0
575,16282,336,0,11,0,$3 K,0,0
576,16738,294,0,1,0,$180,0,0
577,12791,370,0,2,0,$904,0,0
578,18032,331,0,5,0,$1 K,0,0
579,15316,323,0,1,0,$865,0,0
580,18233,322,0,1,0,$138,0,0
581,14627,308,0,5,0,$173,0,0
582,13299,265,0,5,0,$1 K,0,0
583,13368,253,0,29,0,$10 K,0,0
584,15823,334,0,17,0,$424,0,0
585,13751,285,0,9,0,$2 K,0,0
586,16252,363,0,21,0,$679,0,0
587,15257,278,0,8,0,$999,0,0
588,13716,266,0,21,0,$4 K,0,0
589,16339,281,0,20,0,$702,0,0
590,16625,271,0,23,0,$6 K,0,0
591,13600,309,0,19,0,$6 K,0,0
592,17517,305,0,11,0,$2 K,0,0
593,12902,261,0,10,0,$1 K,0,0
594,18011,370,0,28,0,$2 K,0,0
595,13270,363,0,1,0,$432,0,0
596,13684,282,0,31,0,$1 K,0,0
597,17855,369,0,17,0,$7 K,0,0
598,15753,301,0,1,0,$795,0,0
599,14350,267,0,21,0,$6 K,0,0
600,13185,264,0,1,0,$382,0,0
601,14886,249,0,18,0,$7 K,0,0
602,13161,310,0,8,0,$595,0,0
603,14840,264,0,4,0,$587,0,0
604,15789,355,0,25,0,$15 K,0,0
605,13581,306,0,10,0,$1 K,0,0
606,12441,363,0,11,0,$4 K,0,0
607,13829,356,0,1,0,$23,0,0
608,14371,292,0,4,0,$1 K,0,0
609,16138,365,0,1,0,$28,0,0
610,17456,362,0,17,0,$8 K,0,0
611,17226,305,0,21,0,$8 K,0,0
612,15670,293,0,12,0,$4 K,0,0
613,12831,259,0,9,0,$4 K,0,0
614,16565,361,0,3,0,$1 K,0,0
615,16403,299,0,15,0,$3 K,0,0
616,14962,267,0,5,0,$1 K,0,0
617,12817,278,0,4,0,$3 K,0,0
618,14476,254,0,19,0,$5 K,0,0
619,12793,331,0,24,0,$9 K,0,0
620,15922,369,0,12,0,$6 K,0,0
621,14237,370,0,9,0,$2 K,0,0
622,15945,362,0,2,0,$3 K,0,0
623,17714,317,0,10,0,$4 K,0,0
624,16159,278,0,14,0,$9 K,0,0
625,17643,370,0,8,0,$3 K,0,0
626,14248,315,0,8,0,$5 K,0,0
627,14870,258,0,13,0,$3 K,0,0
628,13747,370,0,1,0,$328,0,0
629,14589,368,0,3,0,$251,0,0
630,12402,320,0,11,0,$3 K,0,0
631,17752,356,0,1,0,$2 K,0,0
632,15160,354,0,4,0,$3 K,0,0
633,12401,300,0,5,0,$284,0,0
634,15361,358,0,7,0,$4 K,0,0
635,16148,293,0,1,0,$335,0,0
636,16078,280,0,1,0,$508,0,0
637,16351,329,0,8,0,$2 K,0,0
